Date,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y
Y1-M09-D30,64.99,166.47,133.59,113.83,14.6,7.54,95.03,24.9,72.76,114.87,185.45,212.57,119.84,136.59,26.6,29.09,144.85,93.06,49.81,73.35,47.26,51.74,127.39,16.47,117.73
Y1-M10-D03,65.18,165.78,132.93,118.54,14.09,7.62,94.17,24.4,74.79,120.22,178.19,211.22,115.7,132.69,26.23,28.96,144.36,89.91,51.21,75.0,49.19,52.67,128.84,16.22,124.02
Y1-M10-D04,65.28,165.71,136.27,121.95,13.91,8.05,96.72,25.1,73.69,120.31,187.06,211.25,117.0,139.43,26.0,29.2,145.61,91.43,51.68,74.16,50.27,53.56,129.39,17.07,123.84
Y1-M10-D05,64.48,166.16,133.54,119.54,14.23,7.78,96.2,24.71,69.89,117.62,189.22,212.3,119.16,139.54,25.7,29.29,144.62,96.45,52.87,75.62,49.38,52.59,128.35,16.4,124.5
Y1-M10-D06,63.67,163.99,131.04,115.63,13.68,7.33,97.03,23.96,68.8,117.82,185.9,209.68,120.98,139.94,26.46,29.51,144.48,95.58,53.55,75.36,49.68,54.9,128.12,16.17,125.55
Y1-M10-D07,63.7,163.55,130.13,112.54,13.91,7.39,99.06,24.01,67.48,119.69,189.43,213.09,124.59,141.85,26.27,29.38,147.31,96.11,53.95,76.37,50.16,55.28,127.63,16.51,127.15
Y1-M10-D10,63.85,163.93,131.73,115.49,14.43,7.17,101.57,23.99,68.29,118.74,199.7,219.13,130.97,150.19,27.06,29.31,145.81,97.93,53.75,74.97,52.06,57.25,126.55,16.71,124.37
Y1-M10-D11,64.55,163.42,130.54,114.96,14.32,6.97,100.02,24.37,72.05,121.83,200.18,224.23,136.36,152.2,27.01,28.64,145.06,96.24,54.47,76.0,52.15,56.01,132.15,16.35,118.22
Y1-M10-D12,65.35,162.75,131.46,114.33,14.34,7.09,103.5,23.43,72.97,120.0,200.96,222.29,138.57,156.5,27.8,28.66,144.39,98.48,57.19,77.67,51.37,55.87,129.91,15.32,120.16
Y1-M10-D13,65.32,162.57,134.39,114.01,13.64,7.09,101.39,22.11,73.66,118.28,214.06,223.1,140.79,158.53,27.92,28.48,144.28,99.32,58.57,77.12,52.31,54.2,127.39,15.99,109.78
Y1-M10-D14,66.11,164.22,129.38,113.41,13.98,6.75,98.95,22.68,72.58,111.45,212.39,223.03,142.44,162.26,28.14,28.56,144.69,100.78,58.6,77.16,53.05,54.53,128.13,16.72,106.89
Y1-M10-D17,66.77,162.32,127.34,112.76,14.21,6.99,96.35,22.07,72.49,105.31,214.77,219.29,144.34,161.18,27.58,28.76,145.92,97.74,59.03,75.67,54.19,57.24,127.16,16.79,107.99
Y1-M10-D18,68.19,160.79,129.25,109.93,14.41,7.35,94.86,21.72,70.94,104.3,220.36,219.34,145.87,154.38,27.5,28.63,146.15,101.93,59.53,76.74,55.07,58.74,127.9,17.3,110.77
Y1-M10-D19,69.83,162.9,133.68,112.85,14.32,7.56,96.68,22.34,75.25,104.9,221.84,222.22,147.65,159.08,28.36,28.32,144.59,99.47,58.71,77.07,55.22,58.77,127.11,17.53,111.9
Y1-M10-D20,69.92,162.44,136.46,112.9,14.45,7.7,96.16,22.47,71.99,105.27,226.27,215.49,148.4,157.5,28.78,27.8,143.04,100.06,57.85,75.66,55.91,55.77,125.31,17.3,105.05
Y1-M10-D21,69.97,162.86,136.87,121.02,14.96,7.58,98.69,22.39,78.36,106.39,227.12,214.63,147.48,159.14,29.34,27.73,142.34,94.96,57.71,74.14,57.64,56.59,124.07,17.8,102.38
Y1-M10-D24,69.7,164.46,140.36,130.49,14.48,7.62,98.76,22.27,75.92,106.86,229.18,212.45,146.19,153.55,29.31,27.7,141.69,98.0,57.71,74.21,58.0,55.21,125.72,18.12,102.27
Y1-M10-D25,70.04,164.8,142.4,119.67,14.75,7.3,96.64,20.57,76.96,108.98,230.73,208.09,148.23,154.98,29.89,27.55,141.67,96.16,57.64,73.08,58.96,52.7,123.64,17.66,97.42
Y1-M10-D26,69.46,164.1,138.62,115.35,14.52,7.38,97.92,20.29,79.87,111.65,236.59,210.0,148.62,157.59,30.06,27.73,141.69,97.71,58.69,74.56,57.13,53.64,124.01,17.98,97.9
Y1-M10-D27,68.97,166.13,143.1,116.39,14.97,7.87,101.7,19.72,79.73,110.33,227.02,207.2,145.45,155.8,29.35,28.5,143.98,96.25,60.56,76.5,58.22,62.76,122.21,18.58,97.98
Y1-M10-D28,69.13,166.09,140.23,115.19,15.07,7.96,102.71,19.07,77.1,108.52,234.77,211.7,151.52,164.63,29.72,28.01,144.98,96.77,58.74,76.23,57.29,61.45,123.7,18.75,92.15
Y1-M10-D31,68.33,165.76,142.38,114.07,15.49,7.89,103.24,20.95,81.03,117.12,230.59,213.05,156.45,164.15,29.94,28.35,144.51,94.79,57.64,77.38,58.11,65.14,122.56,18.88,94.56
Y1-M11-D01,67.97,164.61,141.86,110.99,15.67,8.28,100.65,20.19,79.65,120.91,204.98,209.88,155.27,158.92,29.49,28.37,142.82,96.87,59.44,78.15,56.51,64.78,119.03,18.79,91.77
Y1-M11-D02,68.16,166.61,143.12,114.99,16.27,8.01,99.7,20.55,75.56,122.25,220.96,213.12,158.67,160.27,29.71,28.2,140.34,97.59,57.4,78.92,56.63,68.63,119.25,18.04,89.72
Y1-M11-D03,68.23,165.35,143.06,113.75,15.78,8.43,98.3,20.3,76.32,116.99,213.48,211.61,155.54,152.61,29.77,28.38,141.1,100.12,55.61,79.27,56.89,69.92,118.27,17.09,90.93
Y1-M11-D04,68.23,164.96,145.79,112.16,15.92,8.96,101.64,21.81,75.8,118.7,221.51,213.27,152.81,150.56,29.68,28.84,140.11,101.71,55.98,80.88,56.81,75.85,114.88,17.18,89.11
Y1-M11-D07,67.48,161.56,142.41,109.86,15.07,8.68,97.3,22.49,78.27,117.6,217.3,211.86,154.1,148.37,28.24,28.72,138.76,101.39,55.16,78.64,56.07,72.97,115.04,16.82,91.37
Y1-M11-D08,67.08,161.79,139.17,118.76,15.98,8.58,99.89,22.38,77.92,115.99,220.44,206.55,155.9,156.66,28.55,28.53,137.08,97.6,54.14,78.88,56.39,72.05,111.26,17.18,84.05
Y1-M11-D09,66.82,159.41,135.48,116.57,14.84,9.18,98.17,21.21,76.84,117.82,225.63,202.71,154.77,161.77,28.06,28.75,137.74,102.85,57.89,80.53,56.48,73.21,112.88,17.18,85.1
Y1-M11-D10,65.08,161.23,134.59,112.22,14.54,8.77,97.53,22.65,75.21,111.93,207.92,201.61,153.33,160.32,28.05,28.93,135.78,103.35,57.99,80.95,57.71,73.17,113.98,16.93,85.12
Y1-M11-D11,64.72,160.93,135.2,115.73,14.57,9.29,97.87,22.29,73.65,118.62,207.45,201.55,157.52,157.74,27.56,28.83,135.56,105.54,58.87,81.39,56.24,75.67,113.83,16.7,85.94
Y1-M11-D14,64.57,161.45,134.32,115.92,14.76,9.86,98.11,23.5,73.46,120.66,212.21,201.33,150.82,154.91,27.19,29.01,136.51,107.42,59.95,80.99,57.06,77.84,116.56,16.86,90.67
Y1-M11-D15,64.91,163.78,135.02,115.39,14.82,9.8,101.81,24.02,70.82,116.98,216.11,201.17,148.13,148.37,27.11,29.19,138.38,106.63,58.3,80.71,57.52,75.05,112.23,16.64,85.65
Y1-M11-D16,64.46,163.25,134.98,114.36,14.77,9.33,101.87,24.34,69.96,119.3,208.48,205.66,143.84,148.16,27.01,29.22,138.65,105.09,58.11,79.5,58.17,78.27,115.17,16.55,90.6
Y1-M11-D17,63.65,165.61,130.5,111.56,15.31,9.23,106.1,23.0,69.53,123.02,231.84,211.32,147.01,147.4,28.62,28.97,141.21,100.57,58.42,78.78,58.49,79.89,116.05,17.53,92.41
Y1-M11-D18,62.9,165.69,124.77,113.45,15.3,9.72,108.86,22.15,69.46,127.78,217.7,209.55,143.87,143.5,28.62,28.71,139.21,99.6,56.0,77.75,58.27,83.0,119.83,17.63,94.58
Y1-M11-D21,62.38,165.51,126.78,111.37,15.18,9.91,113.69,22.69,69.45,125.58,225.87,223.51,138.36,151.7,30.35,28.43,140.52,104.13,55.59,77.5,59.57,86.66,120.15,17.2,98.09
Y1-M11-D22,62.3,166.0,131.56,109.62,15.12,10.22,116.28,22.16,69.53,128.78,233.55,229.88,144.46,151.15,30.98,28.42,140.58,106.8,58.63,79.03,59.29,87.69,123.65,17.06,100.13
Y1-M11-D23,63.22,167.98,140.29,111.83,15.36,10.29,113.72,20.94,69.27,120.74,229.2,236.16,145.54,153.95,32.5,28.01,143.67,109.62,59.32,79.7,58.32,94.38,122.28,17.59,96.43
Y1-M11-D24,63.64,167.78,143.85,114.34,16.07,10.27,117.12,22.62,65.97,123.45,238.27,236.78,146.52,154.18,32.46,27.81,141.45,107.26,61.65,79.11,59.12,102.57,123.68,17.28,99.13
Y1-M11-D25,65.09,170.12,146.21,114.88,17.19,10.16,116.71,21.15,65.81,117.94,238.2,233.22,147.63,147.11,32.54,27.9,141.55,106.14,64.06,80.36,59.96,106.23,126.38,17.91,92.01
Y1-M11-D28,67.14,169.5,145.72,114.52,16.95,9.74,118.78,19.98,66.57,116.53,245.12,238.2,148.07,141.78,32.43,27.48,140.92,104.06,61.56,80.53,59.93,102.12,127.19,17.4,92.96
Y1-M11-D29,65.73,169.62,143.44,113.47,16.28,9.76,120.95,20.51,66.46,116.24,237.38,230.43,150.01,134.86,31.9,27.36,141.45,107.08,63.76,82.91,60.66,91.88,126.05,16.52,82.83
Y1-M11-D30,65.94,166.99,144.74,109.85,16.08,9.76,121.41,20.94,65.06,119.7,240.34,228.42,145.34,127.93,31.54,27.49,140.66,107.91,63.03,80.87,60.32,98.16,123.67,16.39,85.5
Y1-M12-D01,67.2,167.75,150.26,112.51,16.55,9.76,116.53,20.08,65.11,119.03,263.17,224.69,143.72,129.92,31.45,27.95,143.33,113.36,65.1,82.25,61.35,94.01,118.91,16.46,85.81
Y1-M12-D02,68.83,170.43,146.94,120.61,16.48,9.64,117.11,19.76,63.62,114.47,269.36,222.77,146.71,129.14,30.37,27.79,145.09,114.27,66.0,83.23,60.29,96.52,120.71,15.68,89.39
Y1-M12-D05,70.45,170.58,147.34,121.82,15.98,9.48,118.48,19.21,64.65,117.43,289.81,215.71,147.58,135.12,30.24,27.92,147.67,120.23,67.42,83.23,62.35,92.83,118.45,15.44,87.14
Y1-M12-D06,70.53,169.82,142.93,116.92,16.16,9.26,113.18,17.78,67.61,119.19,271.54,215.65,151.84,133.96,31.44,27.9,145.6,119.96,65.66,80.71,61.6,88.44,115.44,14.41,89.15
Y1-M12-D07,70.13,172.21,141.41,117.4,16.47,9.2,116.78,17.11,68.06,119.27,278.69,218.77,151.87,144.26,31.1,27.88,143.13,119.08,66.32,80.14,62.58,90.0,114.07,14.49,95.92
Y1-M12-D08,69.75,175.08,144.06,117.33,16.01,9.29,119.98,17.3,67.85,122.38,282.75,214.92,154.93,143.79,30.91,27.34,139.85,119.02,63.57,80.37,62.3,88.55,112.54,14.0,99.46
Y1-M12-D09,68.41,172.07,138.37,119.4,16.23,9.26,124.48,16.57,68.02,120.02,290.76,214.8,158.47,142.45,30.64,27.1,137.85,116.92,61.53,78.5,63.05,94.31,114.84,14.29,99.99
Y1-M12-D12,68.84,169.93,139.51,114.0,16.17,8.94,132.24,16.75,67.3,124.26,297.67,215.84,169.38,149.66,31.83,27.54,137.32,119.8,59.65,78.56,64.43,101.46,116.0,14.88,97.48
Y1-M12-D13,70.84,171.97,149.7,120.59,18.53,9.05,134.6,17.0,69.96,130.27,300.64,215.16,171.09,148.76,30.7,28.45,138.02,121.77,60.91,79.03,65.86,98.01,110.45,14.41,94.35
Y1-M12-D14,70.92,171.0,140.51,128.82,19.07,9.34,134.3,17.4,72.3,132.5,312.61,213.52,168.71,144.32,31.61,28.76,138.21,122.96,60.53,77.95,66.7,95.07,108.43,14.02,93.04
Y1-M12-D15,68.99,172.04,134.45,118.86,19.12,9.42,130.73,17.21,74.89,136.92,322.6,209.58,175.23,155.19,32.6,28.59,136.23,119.57,59.41,77.63,69.11,100.99,109.84,13.54,92.75
Y1-M12-D16,69.72,174.51,132.75,115.55,17.5,10.01,132.49,17.67,71.23,138.66,355.15,210.44,182.62,156.97,33.35,28.43,139.54,116.0,60.17,76.79,68.46,104.9,108.26,14.22,91.48
Y1-M12-D19,68.53,174.81,131.5,123.5,18.68,9.72,134.22,17.6,71.34,132.97,375.86,209.12,182.49,158.58,33.0,28.21,140.51,118.68,60.44,76.79,68.01,108.84,113.37,15.08,92.35
Y1-M12-D20,69.25,174.0,133.23,121.91,19.14,10.34,131.19,16.97,70.42,135.78,373.77,208.38,180.74,160.01,32.99,28.78,140.73,125.91,62.86,77.03,67.17,109.06,114.49,14.87,94.81
Y1-M12-D21,67.57,176.71,135.06,119.76,18.19,10.49,135.08,16.82,68.17,142.32,384.06,208.09,179.76,170.3,33.42,28.81,140.74,131.12,62.32,77.35,68.92,107.86,115.5,15.22,94.76
Y1-M12-D22,66.31,176.48,137.13,125.08,15.98,10.04,133.27,17.64,68.25,142.58,374.65,212.15,179.66,174.76,31.07,29.04,138.43,131.12,65.83,78.05,69.49,108.61,117.89,15.18,95.05
Y1-M12-D23,66.8,175.02,129.96,126.29,15.58,9.96,126.45,17.6,68.9,139.65,373.59,213.72,180.38,170.76,31.18,29.11,135.65,130.16,67.22,77.73,69.34,105.86,119.13,15.35,91.0
Y1-M12-D26,67.93,177.4,135.15,127.01,16.71,9.88,124.62,16.96,70.41,139.77,370.38,211.33,173.21,156.24,31.34,29.48,138.98,134.93,68.7,78.89,70.43,107.49,123.75,15.54,91.14
Y1-M12-D27,69.26,177.19,127.27,121.62,16.46,9.61,123.17,17.21,71.94,138.98,372.61,209.77,177.45,153.49,31.75,29.17,139.54,133.86,68.27,79.02,68.39,105.25,123.9,15.08,90.91
Y1-M12-D28,69.52,175.64,124.61,119.74,16.19,10.33,120.91,16.41,77.96,135.2,381.39,216.24,174.46,145.84,32.02,29.22,138.23,136.27,67.83,80.58,69.27,102.43,122.26,15.27,92.44
Y1-M12-D29,68.74,174.78,122.5,112.48,15.55,9.76,127.05,16.66,76.9,136.17,394.12,221.61,173.08,141.78,31.59,29.19,137.53,134.67,68.4,81.79,72.95,100.16,121.43,15.45,92.96
Y1-M12-D30,67.73,171.44,123.22,111.35,14.44,9.21,128.44,16.36,73.64,135.61,419.38,214.08,171.63,134.83,30.96,28.94,138.5,137.07,68.76,81.31,73.94,104.18,126.5,16.16,95.12
Y2-M01-D02,65.73,169.99,120.11,106.63,14.21,9.34,128.28,16.33,72.35,134.62,411.52,205.71,172.84,130.07,30.47,29.0,139.2,141.18,67.22,81.47,76.31,97.09,124.94,16.26,97.27
Y2-M01-D03,67.05,169.83,116.5,103.38,14.14,9.29,129.44,15.75,70.03,137.77,437.44,220.17,175.09,131.59,31.13,28.88,141.47,142.29,70.74,83.81,76.51,88.09,125.25,15.72,92.64
Y2-M01-D04,67.43,166.49,117.96,97.03,13.85,8.97,134.75,16.37,69.96,134.27,425.94,218.92,172.55,132.4,30.48,27.79,139.48,139.88,68.13,81.82,76.42,85.03,120.84,15.33,88.99
Y2-M01-D05,67.21,166.06,117.22,98.25,13.47,9.13,130.67,15.74,71.17,132.08,414.58,213.68,177.85,132.75,29.91,27.88,135.84,141.68,67.49,79.85,76.01,88.35,116.87,15.51,87.67
Y2-M01-D06,67.71,166.37,122.63,98.83,12.49,9.17,131.1,15.82,69.16,134.84,413.23,208.61,175.04,137.49,30.76,27.92,136.47,147.72,66.07,81.2,75.98,91.98,114.67,16.11,88.98
Y2-M01-D09,68.43,166.65,122.67,102.58,11.16,8.96,137.23,16.16,70.66,135.8,403.11,208.4,168.58,138.62,30.39,28.01,135.96,143.16,64.4,82.04,75.37,87.7,114.53,16.88,87.56
Y2-M01-D10,67.49,167.33,121.22,111.06,10.82,9.21,135.27,16.06,71.82,131.02,402.78,202.14,162.06,129.21,29.52,28.23,132.51,145.31,63.81,81.63,74.84,87.16,117.74,16.76,90.84
Y2-M01-D11,68.51,167.24,121.14,104.84,10.8,9.23,137.1,16.26,72.57,121.55,410.93,194.35,157.71,122.28,29.4,27.89,131.38,140.56,60.55,80.05,74.95,82.73,116.26,16.38,92.38
Y2-M01-D12,68.87,166.91,126.13,104.38,10.73,9.03,133.82,16.12,73.49,119.92,400.55,191.39,160.25,123.78,30.43,28.1,130.7,148.67,61.31,80.06,76.42,85.12,113.52,17.23,94.79
Y2-M01-D13,67.7,169.29,125.44,103.16,11.54,8.88,130.95,15.63,73.07,120.46,397.94,187.23,159.21,125.0,31.71,28.09,131.19,139.02,58.6,79.26,75.83,90.82,111.33,17.27,92.65
Y2-M01-D16,65.9,168.41,116.19,94.95,10.49,8.86,130.73,14.99,69.23,124.45,394.1,186.12,163.28,127.16,31.36,28.17,132.18,141.13,57.42,79.11,73.37,89.72,105.13,15.88,84.94
Y2-M01-D17,67.78,169.58,117.63,94.87,11.52,8.83,127.82,15.5,71.36,122.41,398.94,200.03,162.78,130.63,31.49,28.13,133.13,140.25,58.04,77.37,72.68,90.96,106.39,15.97,85.37
Y2-M01-D18,67.23,168.27,110.66,94.73,11.1,8.96,126.39,15.26,68.57,122.09,426.84,202.97,161.26,133.0,31.87,28.07,134.2,139.15,55.91,77.08,72.72,89.28,106.01,16.39,87.36
Y2-M01-D19,67.17,170.34,110.52,95.17,11.66,9.03,127.49,15.44,71.77,122.7,458.45,210.25,172.41,128.27,32.74,28.43,135.48,136.04,56.53,77.59,70.96,84.24,103.61,16.51,81.84
Y2-M01-D20,67.12,172.58,109.45,102.03,11.99,8.96,128.06,15.34,71.35,112.04,457.63,211.5,172.92,126.32,31.49,28.65,136.45,141.73,60.24,79.16,70.77,85.65,103.79,16.46,82.32
Y2-M01-D23,67.67,172.0,102.44,104.26,11.2,8.39,127.25,15.25,70.09,108.16,412.0,207.19,171.94,129.25,33.19,28.71,137.95,145.7,59.07,79.45,69.51,85.7,103.3,15.31,80.78
Y2-M01-D24,66.27,170.81,105.04,95.52,11.03,8.45,130.16,16.25,71.12,112.46,390.97,196.88,168.11,120.93,32.47,28.13,135.45,139.32,58.81,78.06,70.06,92.93,105.83,15.75,81.04
Y2-M01-D25,67.05,173.42,105.06,100.17,10.66,8.6,128.47,17.44,71.8,111.04,386.81,197.83,170.67,121.85,32.54,28.28,135.31,139.31,60.45,78.47,68.9,96.75,104.54,16.2,86.35
Y2-M01-D26,66.83,173.28,105.03,94.96,10.14,8.3,125.32,17.55,71.76,110.62,385.18,201.98,162.94,121.7,33.56,27.74,134.14,139.31,59.98,79.21,69.01,97.13,106.86,16.27,82.34
Y2-M01-D27,64.56,172.89,103.72,99.02,10.26,8.57,127.51,18.76,75.3,113.31,368.26,196.81,155.85,128.42,33.3,27.23,133.57,139.43,58.22,80.1,71.06,100.69,108.75,15.71,82.7
Y2-M01-D30,66.43,172.91,108.88,101.0,10.79,9.07,129.39,18.75,76.03,108.91,361.46,191.24,149.6,123.82,32.72,27.36,133.76,141.39,59.46,81.08,69.97,98.8,105.69,15.82,86.67
Y2-M01-D31,64.69,170.11,104.29,99.46,10.03,8.78,128.53,18.4,75.86,116.78,370.37,198.02,145.85,125.74,32.85,27.48,131.44,138.2,59.36,79.2,69.0,94.63,104.06,15.33,93.58
Y2-M02-D01,63.65,169.3,103.48,101.85,11.3,8.56,122.79,16.77,75.03,120.14,372.47,198.73,144.35,126.71,32.41,28.07,132.03,140.57,60.34,79.47,68.38,97.0,104.71,15.03,97.22
Y2-M02-D02,63.02,168.47,107.16,98.57,10.32,9.1,121.47,16.85,70.78,123.63,363.87,197.61,142.91,123.76,32.33,27.95,131.6,135.1,57.69,78.68,69.39,96.98,106.05,14.21,98.87
Y2-M02-D03,64.57,169.51,113.44,104.0,10.74,9.0,117.19,17.74,70.03,126.14,365.09,198.03,144.92,122.67,31.39,27.65,130.99,133.21,58.65,78.88,71.89,95.3,106.51,14.44,94.13
Y2-M02-D06,63.53,168.82,116.65,106.87,9.94,9.21,117.57,17.67,69.27,127.2,361.86,191.85,141.67,123.76,31.04,27.67,132.33,130.62,59.63,78.25,71.61,99.37,107.83,14.54,94.14
Y2-M02-D07,63.94,168.59,114.88,107.74,10.31,9.06,114.69,18.14,65.24,123.07,339.22,189.48,138.36,121.14,30.06,27.42,134.42,129.79,59.3,78.68,71.12,98.01,105.41,14.66,94.08
Y2-M02-D08,62.21,170.16,118.67,106.81,9.66,9.06,113.37,17.91,64.62,122.82,368.47,195.48,138.28,125.36,31.12,27.45,137.15,137.7,58.81,79.55,69.57,94.42,105.06,15.1,92.23
Y2-M02-D09,60.59,172.05,121.4,107.51,9.39,8.64,109.68,17.22,63.51,121.9,366.65,195.29,142.51,127.03,30.36,27.33,134.46,133.02,56.82,79.14,69.18,90.9,103.36,14.95,93.76
Y2-M02-D10,60.86,170.75,124.67,107.14,9.51,8.49,109.01,17.76,65.35,127.95,364.51,196.06,141.47,131.65,30.83,27.21,132.56,138.38,56.41,79.3,69.96,91.31,101.68,15.21,89.34
Y2-M02-D13,61.79,173.03,134.54,106.6,10.2,8.35,107.6,17.5,66.96,127.43,362.2,194.07,145.58,129.78,30.57,27.54,133.1,127.87,55.97,79.29,69.02,92.93,102.14,14.92,86.24
Y2-M02-D14,63.15,174.84,136.53,101.58,9.82,8.75,104.7,16.91,70.71,128.63,374.94,192.79,141.68,131.76,30.79,27.56,131.66,128.44,54.15,79.22,68.44,96.64,101.78,14.75,86.2
Y2-M02-D15,66.45,178.03,135.18,107.22,10.5,9.04,106.4,16.18,70.31,126.55,362.76,195.89,144.53,132.38,31.59,27.64,129.18,133.85,55.32,80.18,69.14,92.3,102.38,14.7,80.26
Y2-M02-D16,65.39,174.98,126.13,107.52,10.43,8.92,104.73,15.87,72.23,126.25,349.97,201.4,142.77,134.34,32.54,27.72,128.62,131.22,54.25,79.35,68.81,90.91,102.82,14.86,79.95
Y2-M02-D17,65.83,178.28,130.01,100.38,10.72,8.81,102.54,15.47,69.74,124.03,355.43,204.39,143.31,138.59,33.56,27.44,126.76,126.41,52.64,77.8,68.45,90.83,103.51,15.4,78.12
Y2-M02-D20,66.43,177.84,133.11,98.81,10.91,8.85,99.78,15.84,70.42,119.66,367.85,212.99,145.45,139.46,33.78,27.32,126.49,128.39,53.33,77.36,68.94,97.42,101.2,14.87,76.66
Y2-M02-D21,66.34,175.79,138.14,99.77,11.4,8.4,100.09,15.64,71.09,122.05,368.7,213.3,144.44,141.13,33.2,27.33,126.01,129.73,53.17,78.19,66.28,98.56,100.89,14.58,75.11
Y2-M02-D22,66.27,175.61,134.23,105.03,11.93,7.94,101.17,16.17,69.78,121.32,387.42,214.04,145.52,145.68,33.43,27.26,125.19,128.83,53.17,76.8,68.71,94.26,97.26,14.3,73.06
Y2-M02-D23,65.35,174.99,128.21,108.54,11.65,8.07,100.6,16.52,71.06,125.3,392.74,220.38,150.7,147.69,33.84,26.71,123.99,131.6,53.21,75.21,67.77,101.28,94.69,14.9,72.3
Y2-M02-D24,63.45,173.94,128.73,103.65,10.89,7.97,98.19,16.33,72.66,122.54,408.89,224.03,149.41,147.96,34.4,26.75,123.25,134.48,53.04,75.48,67.59,99.39,97.47,14.59,69.76
Y2-M02-D27,65.86,175.62,134.54,108.41,10.86,7.7,102.55,15.99,70.69,124.64,401.45,221.99,153.61,146.95,34.57,26.29,123.26,134.54,51.75,74.52,70.71,98.65,97.26,14.42,69.5
Y2-M02-D28,66.63,176.3,134.83,108.06,10.74,7.94,107.49,15.53,72.3,122.41,408.1,220.6,152.49,149.11,34.84,26.3,121.42,131.77,51.34,73.12,71.31,96.56,96.51,14.23,71.01
Y2-M03-D01,66.54,177.26,131.97,106.44,11.05,7.9,103.2,15.59,72.46,125.84,391.69,210.08,150.56,142.85,34.22,25.97,119.92,130.58,51.52,71.48,69.43,94.37,97.22,14.26,67.06
Y2-M03-D02,67.23,179.47,133.85,110.57,10.93,8.31,100.4,15.49,70.72,124.45,396.18,209.19,150.38,143.84,33.62,26.61,118.48,136.93,51.74,70.29,68.74,88.76,97.1,13.38,69.11
Y2-M03-D03,66.72,178.78,133.49,105.16,10.67,8.18,98.37,15.15,69.34,127.49,400.4,212.76,154.24,148.8,34.02,26.96,116.26,138.37,49.87,71.74,67.58,90.18,98.39,13.24,70.78
Y2-M03-D06,67.44,178.88,131.95,105.31,10.43,8.51,99.66,14.43,70.99,125.63,414.32,215.25,154.49,147.6,34.62,27.02,116.51,133.09,48.19,72.11,66.67,96.67,98.54,13.29,71.75
Y2-M03-D07,67.97,179.92,134.36,107.19,11.26,9.27,99.88,14.68,70.98,130.35,413.31,216.46,154.93,151.93,35.12,27.7,118.91,140.21,47.97,75.65,66.26,98.48,96.06,13.35,72.37
Y2-M03-D08,69.9,179.91,138.52,109.9,12.53,9.98,98.28,14.78,70.64,134.41,420.96,213.53,157.69,153.89,34.95,27.69,118.5,149.05,49.9,76.55,64.55,98.32,96.11,13.4,66.71
Y2-M03-D09,70.82,179.72,141.64,110.85,12.31,10.08,100.38,15.1,73.08,136.88,403.97,212.65,154.82,155.07,34.68,27.75,118.29,157.3,49.83,75.47,63.44,102.14,93.12,13.61,65.52
Y2-M03-D10,71.8,180.47,138.69,115.16,12.25,10.53,100.63,15.59,72.07,139.72,396.46,216.28,150.99,153.54,34.76,27.4,117.79,151.28,47.14,75.07,63.92,100.05,91.1,13.68,62.55
Y2-M03-D13,73.31,179.84,137.27,117.61,11.98,10.5,100.28,14.9,69.82,148.22,399.17,214.44,148.94,154.31,34.13,27.83,117.51,149.91,47.93,76.65,63.68,93.69,90.08,13.29,62.62
Y2-M03-D14,72.09,178.46,131.66,115.11,11.33,11.38,99.17,14.01,68.0,149.05,406.54,212.77,142.72,153.6,33.38,27.94,116.59,149.66,47.01,79.72,61.94,99.7,90.93,13.21,60.28
Y2-M03-D15,72.84,176.48,132.87,119.1,10.95,11.71,104.51,14.38,64.02,140.22,412.64,217.83,143.84,153.22,34.05,27.69,116.08,147.68,45.54,79.57,60.93,95.25,88.14,13.02,60.38
Y2-M03-D16,73.28,176.16,131.82,118.73,10.81,11.56,106.09,14.13,62.14,147.42,397.35,216.86,140.64,153.54,33.15,27.55,115.89,135.0,44.63,79.2,59.78,91.1,86.39,13.07,58.9
Y2-M03-D17,70.97,172.83,127.08,117.78,10.53,11.11,104.44,14.84,60.34,155.31,418.29,224.95,141.62,149.55,33.05,27.2,112.68,129.18,43.95,78.6,61.48,93.13,86.44,13.52,59.78
Y2-M03-D20,70.07,172.57,123.43,118.26,10.06,10.87,106.98,15.27,60.09,154.65,401.45,224.38,143.42,156.01,32.48,26.96,111.98,123.32,43.39,77.73,62.06,95.88,86.83,13.18,60.2
Y2-M03-D21,71.59,171.84,122.41,116.17,9.8,9.81,106.62,15.5,59.41,142.01,400.52,219.47,144.19,153.49,31.63,26.96,112.02,120.96,42.82,76.56,60.88,97.87,84.05,13.34,57.64
Y2-M03-D22,71.76,173.44,124.48,118.6,9.39,9.64,108.21,13.69,58.53,147.18,393.25,220.29,143.29,150.6,31.54,27.22,113.34,125.58,45.1,78.82,60.43,96.82,84.09,13.9,58.63
Y2-M03-D23,71.48,173.83,124.04,120.84,9.53,9.57,109.58,13.9,60.34,150.65,383.06,223.58,142.25,150.58,32.5,27.31,115.28,130.0,46.63,79.68,62.33,94.95,84.51,13.6,59.58
Y2-M03-D24,71.48,175.15,125.74,120.01,9.68,9.77,114.2,14.48,56.66,152.54,390.08,228.64,142.44,154.67,32.97,27.16,115.95,130.61,48.04,79.52,62.89,91.28,86.68,13.96,58.18
